method_name,project,build_id,test_scenario,count_tc,count_commits,apfd,time
RETECS,SonarSource@sonarqube,114794104,rtptorrent,12,0,0.7083333333333334,0.0
RETECS,SonarSource@sonarqube,73913155,rtptorrent,1,0,1.0,0.0
RETECS,SonarSource@sonarqube,55488435,rtptorrent,926,0,0.9205183585313176,0.0
RETECS,SonarSource@sonarqube,55614910,rtptorrent,276,0,0.9909420289855072,0.0
RETECS,SonarSource@sonarqube,75281856,rtptorrent,3,0,0.5,0.0
RETECS,SonarSource@sonarqube,78056834,rtptorrent,1,0,1.0,0.0
RETECS,SonarSource@sonarqube,149800757,rtptorrent,1409,0,0.9181560100651655,0.0
RETECS,SonarSource@sonarqube,82517880,rtptorrent,5,0,0.7,0.0
RETECS,SonarSource@sonarqube,102618888,rtptorrent,234,0,0.9166666666666666,0.0
RETECS,SonarSource@sonarqube,126636799,rtptorrent,8,0,0.5625,0.0
RETECS,SonarSource@sonarqube,106499483,rtptorrent,1,0,1.0,0.0
RETECS,SonarSource@sonarqube,84064979,rtptorrent,1,0,1.0,0.0
RETECS,SonarSource@sonarqube,55986756,rtptorrent,930,0,0.9455453149001536,0.0
RETECS,SonarSource@sonarqube,59520288,rtptorrent,976,0,0.3860340479192938,0.0
RETECS,SonarSource@sonarqube,72442600,rtptorrent,1,0,1.0,0.0
RETECS,SonarSource@sonarqube,90912678,rtptorrent,368,0,0.9089673913043479,0.0
RETECS,SonarSource@sonarqube,114834577,rtptorrent,12,0,0.6249999999999999,0.0
RETECS,SonarSource@sonarqube,67048998,rtptorrent,1035,0,0.6678013706325132,0.0
RETECS,SonarSource@sonarqube,71098043,rtptorrent,48,0,0.8333333333333333,0.0
RETECS,SonarSource@sonarqube,76135604,rtptorrent,3,0,0.16666666666666666,0.0
RETECS,SonarSource@sonarqube,64973899,rtptorrent,427,0,0.8348946135831382,0.0
RETECS,SonarSource@sonarqube,55154365,rtptorrent,290,0,0.9568965517241379,0.0
RETECS,SonarSource@sonarqube,131110448,rtptorrent,10,0,0.592857142857143,0.0
RETECS,SonarSource@sonarqube,106318857,rtptorrent,1,0,1.0,0.0
RETECS,SonarSource@sonarqube,82729503,rtptorrent,2,0,0.75,0.0
RETECS,SonarSource@sonarqube,134719571,rtptorrent,18,0,0.8611111111111112,0.0
